opportunity_id,stage,entered_date,exited_date,days_in_stage
OPP-02432,Renewal Discussion,2024-02-02,2024-02-20,18.0
OPP-02432,Negotiation,2024-02-20,2024-04-02,42.0
OPP-02433,Renewal Discussion,2025-02-01,2025-02-18,17.0
OPP-02433,Negotiation,2025-02-18,2025-04-02,43.0
OPP-02434,Renewal Discussion,2024-02-18,2024-03-28,39.0
OPP-02434,Negotiation,2024-03-28,2024-04-18,21.0
OPP-02435,Renewal Discussion,2025-02-17,2025-02-27,10.0
OPP-02435,Negotiation,2025-02-27,2025-04-18,50.0
OPP-02436,Renewal Discussion,2024-02-13,2024-03-24,40.0
OPP-02436,Negotiation,2024-03-24,2024-04-13,20.0
OPP-02437,Renewal Discussion,2025-02-12,2025-02-24,12.0
OPP-02437,Negotiation,2025-02-24,2025-04-13,48.0
OPP-02438,Renewal Discussion,2024-03-02,2024-04-08,37.0
OPP-02438,Negotiation,2024-04-08,2024-05-01,23.0
OPP-02439,Renewal Discussion,2025-03-02,2025-03-04,2.0
OPP-02439,Negotiation,2025-03-04,2025-05-01,58.0
OPP-02440,Renewal Discussion,2024-03-09,2024-04-16,38.0
OPP-02440,Negotiation,2024-04-16,2024-05-08,22.0
OPP-02441,Renewal Discussion,2025-03-09,2025-04-30,52.0
OPP-02441,Negotiation,2025-04-30,2025-05-08,8.0
OPP-02442,Renewal Discussion,2024-03-20,2024-04-27,38.0
OPP-02442,Negotiation,2024-04-27,2024-05-19,22.0
OPP-02443,Renewal Discussion,2024-03-07,2024-04-03,27.0
OPP-02443,Negotiation,2024-04-03,2024-05-06,33.0
OPP-02444,Renewal Discussion,2024-03-03,2024-05-18,76.0
OPP-02444,Negotiation,2024-05-18,2024-05-02,-16.0
OPP-02445,Renewal Discussion,2025-03-03,2025-03-24,21.0
OPP-02445,Negotiation,2025-03-24,2025-05-02,39.0
OPP-02446,Renewal Discussion,2024-03-04,2024-04-18,45.0
OPP-02446,Negotiation,2024-04-18,2024-05-03,15.0
OPP-02447,Renewal Discussion,2025-03-04,2025-03-19,15.0
OPP-02447,Negotiation,2025-03-19,2025-05-03,45.0
OPP-02448,Renewal Discussion,2024-03-25,2024-04-28,34.0
OPP-02448,Negotiation,2024-04-28,2024-05-24,26.0
OPP-02449,Renewal Discussion,2025-03-25,2025-04-28,34.0
OPP-02449,Negotiation,2025-04-28,2025-05-24,26.0
OPP-02450,Renewal Discussion,2024-03-20,2024-04-09,20.0
OPP-02450,Negotiation,2024-04-09,2024-05-19,40.0
OPP-02451,Renewal Discussion,2025-03-20,2025-03-28,8.0
OPP-02451,Negotiation,2025-03-28,2025-05-19,52.0
OPP-02452,Renewal Discussion,2024-03-26,2024-06-16,82.0
OPP-02452,Negotiation,2024-06-16,2024-05-25,-22.0
OPP-02453,Renewal Discussion,2025-03-26,2025-05-21,56.0
OPP-02453,Negotiation,2025-05-21,2025-05-25,4.0
OPP-02454,Renewal Discussion,2024-03-13,2024-03-17,4.0
OPP-02454,Negotiation,2024-03-17,2024-05-12,56.0
OPP-02455,Renewal Discussion,2025-03-13,2025-05-16,64.0
OPP-02455,Negotiation,2025-05-16,2025-05-12,-4.0
OPP-02456,Renewal Discussion,2024-03-27,2024-06-28,93.0
OPP-02456,Negotiation,2024-06-28,2024-05-26,-33.0
OPP-02457,Renewal Discussion,2025-03-27,2025-07-07,102.0
OPP-02457,Negotiation,2025-07-07,2025-05-26,-42.0
OPP-02458,Renewal Discussion,2024-03-18,2024-03-25,7.0
OPP-02458,Negotiation,2024-03-25,2024-05-17,53.0
OPP-02459,Renewal Discussion,2025-03-18,2025-05-19,62.0
OPP-02459,Negotiation,2025-05-19,2025-05-17,-2.0
OPP-02460,Renewal Discussion,2024-03-11,2024-03-26,15.0
OPP-02460,Negotiation,2024-03-26,2024-05-10,45.0
OPP-02461,Renewal Discussion,2025-03-11,2025-03-24,13.0
OPP-02461,Negotiation,2025-03-24,2025-05-10,47.0
OPP-02462,Renewal Discussion,2024-03-21,2024-04-17,27.0
OPP-02462,Negotiation,2024-04-17,2024-05-20,33.0
OPP-02463,Renewal Discussion,2025-03-21,2025-04-12,22.0
OPP-02463,Negotiation,2025-04-12,2025-05-20,38.0
OPP-02464,Renewal Discussion,2024-03-25,2024-04-02,8.0
OPP-02464,Negotiation,2024-04-02,2024-05-24,52.0
OPP-02465,Renewal Discussion,2025-03-25,2025-05-02,38.0
OPP-02465,Negotiation,2025-05-02,2025-05-24,22.0
OPP-02466,Renewal Discussion,2024-03-15,2024-05-05,51.0
OPP-02466,Negotiation,2024-05-05,2024-05-14,9.0
OPP-02467,Renewal Discussion,2025-03-15,2025-03-23,8.0
OPP-02467,Negotiation,2025-03-23,2025-05-14,52.0
OPP-02468,Renewal Discussion,2024-04-21,2024-05-21,30.0
OPP-02468,Negotiation,2024-05-21,2024-06-20,30.0
OPP-02469,Renewal Discussion,2025-04-21,2025-04-24,3.0
OPP-02469,Negotiation,2025-04-24,2025-06-20,57.0
OPP-02470,Renewal Discussion,2024-04-24,2024-07-15,82.0
OPP-02470,Negotiation,2024-07-15,2024-06-23,-22.0
OPP-02471,Renewal Discussion,2025-04-24,2025-06-22,59.0
OPP-02471,Negotiation,2025-06-22,2025-06-23,1.0
OPP-02472,Renewal Discussion,2024-04-24,2024-05-31,37.0
OPP-02472,Negotiation,2024-05-31,2024-06-23,23.0
OPP-02473,Renewal Discussion,2024-04-26,2024-06-03,38.0
OPP-02473,Negotiation,2024-06-03,2024-06-25,22.0
OPP-02474,Renewal Discussion,2025-04-26,2025-05-11,15.0
OPP-02474,Negotiation,2025-05-11,2025-06-25,45.0
OPP-02475,Renewal Discussion,2024-04-21,2024-06-08,48.0
OPP-02475,Negotiation,2024-06-08,2024-06-20,12.0
OPP-02476,Renewal Discussion,2025-04-21,2025-05-14,23.0
OPP-02476,Negotiation,2025-05-14,2025-06-20,37.0
OPP-02477,Renewal Discussion,2024-04-19,2024-05-03,14.0
OPP-02477,Negotiation,2024-05-03,2024-06-18,46.0
OPP-02478,Renewal Discussion,2025-04-19,2025-05-26,37.0
OPP-02478,Negotiation,2025-05-26,2025-06-18,23.0
OPP-02479,Renewal Discussion,2024-04-25,2024-06-09,45.0
OPP-02479,Negotiation,2024-06-09,2024-06-24,15.0
OPP-02480,Renewal Discussion,2025-04-25,2025-04-30,5.0
OPP-02480,Negotiation,2025-04-30,2025-06-24,55.0
OPP-02481,Renewal Discussion,2024-04-24,2024-05-16,22.0
OPP-02481,Negotiation,2024-05-16,2024-06-23,38.0
OPP-02482,Renewal Discussion,2025-04-24,2025-05-03,9.0
OPP-02482,Negotiation,2025-05-03,2025-06-23,51.0
OPP-02483,Renewal Discussion,2024-04-06,2024-04-25,19.0
OPP-02483,Negotiation,2024-04-25,2024-06-05,41.0
OPP-02484,Renewal Discussion,2025-04-06,2025-04-12,6.0
OPP-02484,Negotiation,2025-04-12,2025-06-05,54.0
OPP-02485,Renewal Discussion,2024-04-13,2024-04-22,9.0
OPP-02485,Negotiation,2024-04-22,2024-06-12,51.0
OPP-02486,Renewal Discussion,2025-04-25,2025-05-15,20.0
OPP-02487,Renewal Discussion,2024-04-19,2024-05-10,21.0
OPP-02487,Negotiation,2024-05-10,2024-06-18,39.0
OPP-02488,Renewal Discussion,2025-04-19,2025-05-16,27.0
OPP-02488,Negotiation,2025-05-16,2025-06-18,33.0
OPP-02489,Renewal Discussion,2024-04-15,2024-05-03,18.0
OPP-02489,Negotiation,2024-05-03,2024-06-14,42.0
OPP-02490,Renewal Discussion,2025-04-15,2025-05-09,24.0
OPP-02490,Negotiation,2025-05-09,2025-06-14,36.0
OPP-02491,Renewal Discussion,2024-04-21,2024-05-13,22.0
OPP-02491,Negotiation,2024-05-13,2024-06-20,38.0
OPP-02492,Renewal Discussion,2025-04-21,2025-05-25,34.0
OPP-02492,Negotiation,2025-05-25,2025-06-20,26.0
OPP-02493,Renewal Discussion,2024-04-06,2024-04-26,20.0
OPP-02493,Negotiation,2024-04-26,2024-06-05,40.0
OPP-02494,Renewal Discussion,2025-04-06,2025-04-27,21.0
OPP-02494,Negotiation,2025-04-27,2025-06-05,39.0
OPP-02495,Renewal Discussion,2024-04-03,2024-04-20,17.0
OPP-02495,Negotiation,2024-04-20,2024-06-02,43.0
OPP-02496,Renewal Discussion,2025-04-03,2025-04-14,11.0
OPP-02496,Negotiation,2025-04-14,2025-06-02,49.0
OPP-02497,Renewal Discussion,2024-04-08,2024-04-25,17.0
OPP-02497,Negotiation,2024-04-25,2024-06-07,43.0
OPP-02498,Renewal Discussion,2025-04-08,2025-05-01,23.0
OPP-02498,Negotiation,2025-05-01,2025-06-07,37.0
OPP-02499,Renewal Discussion,2024-04-26,2024-05-27,31.0
OPP-02499,Negotiation,2024-05-27,2024-06-25,29.0
OPP-02500,Renewal Discussion,2025-04-26,2025-05-17,21.0
OPP-02500,Negotiation,2025-05-17,2025-06-25,39.0
OPP-02501,Renewal Discussion,2024-04-27,2024-05-09,12.0
OPP-02501,Negotiation,2024-05-09,2024-06-26,48.0
OPP-02502,Renewal Discussion,2025-04-27,2025-05-03,6.0
OPP-02502,Negotiation,2025-05-03,2025-06-26,54.0
OPP-02503,Renewal Discussion,2024-05-23,2024-06-14,22.0
OPP-02503,Negotiation,2024-06-14,2024-07-22,38.0
OPP-02504,Renewal Discussion,2025-05-23,2025-06-09,17.0
OPP-02504,Negotiation,2025-06-09,2025-07-22,43.0
OPP-02505,Renewal Discussion,2024-05-27,2024-06-06,10.0
OPP-02505,Negotiation,2024-06-06,2024-07-26,50.0
OPP-02506,Renewal Discussion,2025-05-27,2025-06-21,25.0
OPP-02506,Negotiation,2025-06-21,2025-07-26,35.0
OPP-02507,Renewal Discussion,2024-05-20,2024-06-08,19.0
OPP-02507,Negotiation,2024-06-08,2024-07-19,41.0
OPP-02508,Renewal Discussion,2025-05-20,2025-06-11,22.0
OPP-02508,Negotiation,2025-06-11,2025-07-19,38.0
OPP-02509,Renewal Discussion,2024-05-21,2024-07-29,69.0
OPP-02509,Negotiation,2024-07-29,2024-07-20,-9.0
OPP-02510,Renewal Discussion,2025-05-21,2025-06-10,20.0
OPP-02510,Negotiation,2025-06-10,2025-07-20,40.0
OPP-02511,Renewal Discussion,2024-05-22,2024-06-09,18.0
OPP-02511,Negotiation,2024-06-09,2024-07-21,42.0
OPP-02512,Renewal Discussion,2025-05-22,2025-06-17,26.0
OPP-02512,Negotiation,2025-06-17,2025-07-21,34.0
OPP-02513,Renewal Discussion,2024-05-04,2024-05-29,25.0
OPP-02513,Negotiation,2024-05-29,2024-07-03,35.0
OPP-02514,Renewal Discussion,2025-05-04,2025-07-10,67.0
OPP-02514,Negotiation,2025-07-10,2025-07-03,-7.0
OPP-02515,Renewal Discussion,2024-05-11,2024-05-24,13.0
OPP-02515,Negotiation,2024-05-24,2024-07-10,47.0
OPP-02516,Renewal Discussion,2025-05-11,2025-06-19,39.0
OPP-02516,Negotiation,2025-06-19,2025-07-10,21.0
OPP-02517,Renewal Discussion,2024-05-11,2024-05-19,8.0
OPP-02517,Negotiation,2024-05-19,2024-07-10,52.0
OPP-02518,Renewal Discussion,2025-05-11,2025-07-16,66.0
OPP-02518,Negotiation,2025-07-16,2025-07-10,-6.0
OPP-02519,Renewal Discussion,2024-05-22,2024-06-16,25.0
OPP-02519,Negotiation,2024-06-16,2024-07-21,35.0
OPP-02520,Renewal Discussion,2025-05-22,2025-06-29,38.0
OPP-02520,Negotiation,2025-06-29,2025-07-21,22.0
OPP-02521,Renewal Discussion,2024-05-23,2024-08-20,89.0
OPP-02521,Negotiation,2024-08-20,2024-07-22,-29.0
OPP-02522,Renewal Discussion,2025-05-23,2025-06-03,11.0
OPP-02522,Negotiation,2025-06-03,2025-07-22,49.0
OPP-02523,Renewal Discussion,2024-05-20,2024-06-01,12.0
OPP-02523,Negotiation,2024-06-01,2024-07-19,48.0
OPP-02524,Renewal Discussion,2025-05-20,2025-05-24,4.0
OPP-02524,Negotiation,2025-05-24,2025-07-19,56.0
OPP-02525,Renewal Discussion,2024-05-21,2024-05-30,9.0
OPP-02525,Negotiation,2024-05-30,2024-07-20,51.0
OPP-02526,Renewal Discussion,2024-05-15,2024-05-26,11.0
OPP-02526,Negotiation,2024-05-26,2024-07-14,49.0
OPP-02527,Renewal Discussion,2025-05-15,2025-07-22,68.0
OPP-02527,Negotiation,2025-07-22,2025-07-14,-8.0
OPP-02528,Renewal Discussion,2024-05-02,2024-06-03,32.0
OPP-02528,Negotiation,2024-06-03,2024-07-01,28.0
OPP-02529,Renewal Discussion,2025-05-02,2025-05-23,21.0
OPP-02529,Negotiation,2025-05-23,2025-07-01,39.0
OPP-02530,Renewal Discussion,2024-05-02,2024-06-12,41.0
OPP-02530,Negotiation,2024-06-12,2024-07-01,19.0
OPP-02531,Renewal Discussion,2025-05-02,2025-06-03,32.0
OPP-02531,Negotiation,2025-06-03,2025-07-01,28.0
OPP-02532,Renewal Discussion,2024-06-10,2024-06-22,12.0
OPP-02532,Negotiation,2024-06-22,2024-08-09,48.0
OPP-02533,Renewal Discussion,2025-06-10,2025-07-14,34.0
OPP-02533,Negotiation,2025-07-14,2025-08-09,26.0
OPP-02534,Renewal Discussion,2024-06-08,2024-06-29,21.0
OPP-02534,Negotiation,2024-06-29,2024-08-07,39.0
OPP-02535,Renewal Discussion,2025-06-24,2025-07-15,21.0
OPP-02536,Renewal Discussion,2024-06-06,2024-08-04,59.0
OPP-02536,Negotiation,2024-08-04,2024-08-05,1.0
OPP-02537,Renewal Discussion,2025-06-06,2025-07-18,42.0
OPP-02537,Negotiation,2025-07-18,2025-08-05,18.0
OPP-02538,Renewal Discussion,2024-06-24,2024-07-20,26.0
OPP-02538,Negotiation,2024-07-20,2024-08-23,34.0
OPP-02539,Renewal Discussion,2025-06-24,2025-07-08,14.0
OPP-02539,Negotiation,2025-07-08,2025-08-23,46.0
OPP-02540,Renewal Discussion,2024-06-28,2024-07-30,32.0
OPP-02540,Negotiation,2024-07-30,2024-08-27,28.0
OPP-02541,Renewal Discussion,2025-06-28,2025-08-23,56.0
OPP-02541,Negotiation,2025-08-23,2025-08-27,4.0
OPP-02542,Renewal Discussion,2024-06-10,2024-06-26,16.0
OPP-02542,Negotiation,2024-06-26,2024-08-09,44.0
OPP-02543,Renewal Discussion,2025-06-10,2025-07-15,35.0
OPP-02543,Negotiation,2025-07-15,2025-08-09,25.0
OPP-02544,Renewal Discussion,2024-06-11,2024-07-04,23.0
OPP-02544,Negotiation,2024-07-04,2024-08-10,37.0
OPP-02545,Renewal Discussion,2025-06-11,2025-06-27,16.0
OPP-02545,Negotiation,2025-06-27,2025-08-10,44.0
OPP-02546,Renewal Discussion,2024-06-24,2024-07-23,29.0
OPP-02546,Negotiation,2024-07-23,2024-08-23,31.0
OPP-02547,Renewal Discussion,2025-06-24,2025-09-11,79.0
OPP-02547,Negotiation,2025-09-11,2025-08-23,-19.0
OPP-02548,Renewal Discussion,2024-06-20,2024-08-23,64.0
OPP-02548,Negotiation,2024-08-23,2024-08-19,-4.0
OPP-02549,Renewal Discussion,2025-08-19,2025-09-15,27.0
OPP-02550,Renewal Discussion,2024-06-16,2024-06-19,3.0
OPP-02550,Negotiation,2024-06-19,2024-08-15,57.0
OPP-02551,Renewal Discussion,2025-06-16,2025-08-27,72.0
OPP-02551,Negotiation,2025-08-27,2025-08-15,-12.0
OPP-02552,Renewal Discussion,2024-06-11,2024-06-28,17.0
OPP-02552,Negotiation,2024-06-28,2024-08-10,43.0
OPP-02553,Renewal Discussion,2025-06-11,2025-07-21,40.0
OPP-02553,Negotiation,2025-07-21,2025-08-10,20.0
OPP-02554,Renewal Discussion,2024-06-25,2024-07-26,31.0
OPP-02554,Negotiation,2024-07-26,2024-08-24,29.0
OPP-02555,Renewal Discussion,2024-06-16,2024-07-13,27.0
OPP-02555,Negotiation,2024-07-13,2024-08-15,33.0
OPP-02556,Renewal Discussion,2025-06-16,2025-07-06,20.0
OPP-02556,Negotiation,2025-07-06,2025-08-15,40.0
OPP-02557,Renewal Discussion,2024-06-15,2024-06-27,12.0
OPP-02557,Negotiation,2024-06-27,2024-08-14,48.0
OPP-02558,Renewal Discussion,2025-06-15,2025-06-28,13.0
OPP-02558,Negotiation,2025-06-28,2025-08-14,47.0
OPP-02559,Renewal Discussion,2024-06-22,2024-08-03,42.0
OPP-02559,Negotiation,2024-08-03,2024-08-21,18.0
OPP-02560,Renewal Discussion,2025-06-22,2025-08-24,63.0
OPP-02560,Negotiation,2025-08-24,2025-08-21,-3.0
OPP-02561,Renewal Discussion,2024-06-06,2024-07-14,38.0
OPP-02561,Negotiation,2024-07-14,2024-08-05,22.0
OPP-02562,Renewal Discussion,2025-06-06,2025-07-10,34.0
OPP-02562,Negotiation,2025-07-10,2025-08-05,26.0
OPP-02563,Renewal Discussion,2024-06-25,2024-07-18,23.0
OPP-02563,Negotiation,2024-07-18,2024-08-24,37.0
OPP-02564,Renewal Discussion,2025-06-25,2025-07-13,18.0
OPP-02564,Negotiation,2025-07-13,2025-08-24,42.0
OPP-02565,Renewal Discussion,2024-07-26,2024-08-10,15.0
OPP-02565,Negotiation,2024-08-10,2024-09-24,45.0
OPP-02566,Renewal Discussion,2025-07-26,2025-08-09,14.0
OPP-02566,Negotiation,2025-08-09,2025-09-24,46.0
OPP-02567,Renewal Discussion,2024-07-12,2024-08-03,22.0
OPP-02567,Negotiation,2024-08-03,2024-09-10,38.0
OPP-02568,Renewal Discussion,2025-07-12,2025-09-17,67.0
OPP-02568,Negotiation,2025-09-17,2025-09-10,-7.0
OPP-02569,Renewal Discussion,2024-07-15,2024-07-27,12.0
OPP-02569,Negotiation,2024-07-27,2024-09-13,48.0
OPP-02570,Renewal Discussion,2025-07-15,2025-07-24,9.0
OPP-02570,Negotiation,2025-07-24,2025-09-13,51.0
OPP-02571,Renewal Discussion,2024-07-11,2024-08-23,43.0
OPP-02571,Negotiation,2024-08-23,2024-09-09,17.0
OPP-02572,Renewal Discussion,2025-07-11,2025-07-17,6.0
OPP-02572,Negotiation,2025-07-17,2025-09-09,54.0
OPP-02573,Renewal Discussion,2024-07-23,2024-08-16,24.0
OPP-02573,Negotiation,2024-08-16,2024-09-21,36.0
OPP-02574,Renewal Discussion,2025-07-23,2025-08-15,23.0
OPP-02574,Negotiation,2025-08-15,2025-09-21,37.0
OPP-02575,Renewal Discussion,2024-07-20,2024-09-17,59.0
OPP-02575,Negotiation,2024-09-17,2024-09-18,1.0
OPP-02576,Renewal Discussion,2025-07-20,2025-08-12,23.0
OPP-02576,Negotiation,2025-08-12,2025-09-18,37.0
OPP-02577,Renewal Discussion,2024-07-11,2024-07-26,15.0
OPP-02577,Negotiation,2024-07-26,2024-09-09,45.0
OPP-02578,Renewal Discussion,2025-07-11,2025-08-14,34.0
OPP-02578,Negotiation,2025-08-14,2025-09-09,26.0
OPP-02579,Renewal Discussion,2024-07-04,2024-07-20,16.0
OPP-02579,Negotiation,2024-07-20,2024-09-02,44.0
OPP-02580,Renewal Discussion,2025-07-04,2025-07-25,21.0
OPP-02580,Negotiation,2025-07-25,2025-09-02,39.0
OPP-02581,Renewal Discussion,2024-07-23,2024-08-01,9.0
OPP-02581,Negotiation,2024-08-01,2024-09-21,51.0
OPP-02582,Renewal Discussion,2025-07-23,2025-10-08,77.0
OPP-02582,Negotiation,2025-10-08,2025-09-21,-17.0
OPP-02583,Renewal Discussion,2024-07-26,2024-08-18,23.0
OPP-02583,Negotiation,2024-08-18,2024-09-24,37.0
OPP-02584,Renewal Discussion,2024-07-05,2024-08-23,49.0
OPP-02584,Negotiation,2024-08-23,2024-09-03,11.0
OPP-02585,Renewal Discussion,2025-07-05,2025-07-26,21.0
OPP-02585,Negotiation,2025-07-26,2025-09-03,39.0
OPP-02586,Renewal Discussion,2024-07-27,2024-08-07,11.0
OPP-02586,Negotiation,2024-08-07,2024-09-25,49.0
OPP-02587,Renewal Discussion,2025-07-27,2025-09-02,37.0
OPP-02587,Negotiation,2025-09-02,2025-09-25,23.0
OPP-02588,Renewal Discussion,2024-07-04,2024-08-10,37.0
OPP-02588,Negotiation,2024-08-10,2024-09-02,23.0
OPP-02589,Renewal Discussion,2025-07-04,2025-08-09,36.0
OPP-02589,Negotiation,2025-08-09,2025-09-02,24.0
OPP-02590,Renewal Discussion,2024-07-12,2024-08-21,40.0
OPP-02590,Negotiation,2024-08-21,2024-09-10,20.0
OPP-02591,Renewal Discussion,2025-07-12,2025-07-26,14.0
OPP-02591,Negotiation,2025-07-26,2025-09-10,46.0
OPP-02592,Renewal Discussion,2024-07-05,2024-07-20,15.0
OPP-02592,Negotiation,2024-07-20,2024-09-03,45.0
OPP-02593,Renewal Discussion,2025-07-05,2025-08-13,39.0
OPP-02593,Negotiation,2025-08-13,2025-09-03,21.0
OPP-02594,Renewal Discussion,2024-07-17,2024-09-08,53.0
OPP-02594,Negotiation,2024-09-08,2024-09-15,7.0
OPP-02595,Renewal Discussion,2025-07-17,2025-08-05,19.0
OPP-02595,Negotiation,2025-08-05,2025-09-15,41.0
OPP-02596,Renewal Discussion,2024-08-02,2024-08-13,11.0
OPP-02596,Negotiation,2024-08-13,2024-10-01,49.0
OPP-02597,Renewal Discussion,2025-08-02,2025-08-27,25.0
OPP-02597,Negotiation,2025-08-27,2025-10-01,35.0
OPP-02598,Renewal Discussion,2024-08-28,2024-09-20,23.0
OPP-02598,Negotiation,2024-09-20,2024-10-27,37.0
OPP-02599,Renewal Discussion,2025-08-28,2025-11-19,83.0
OPP-02599,Negotiation,2025-11-19,2025-10-27,-23.0
OPP-02600,Renewal Discussion,2024-08-22,2024-09-16,25.0
OPP-02600,Negotiation,2024-09-16,2024-10-21,35.0
OPP-02601,Renewal Discussion,2025-08-22,2025-08-29,7.0
OPP-02601,Negotiation,2025-08-29,2025-10-21,53.0
OPP-02602,Renewal Discussion,2024-08-27,2024-10-09,43.0
OPP-02602,Negotiation,2024-10-09,2024-10-26,17.0
OPP-02603,Renewal Discussion,2025-08-27,2025-09-11,15.0
OPP-02603,Negotiation,2025-09-11,2025-10-26,45.0
OPP-02604,Renewal Discussion,2024-08-07,2024-08-21,14.0
OPP-02604,Negotiation,2024-08-21,2024-10-06,46.0
OPP-02605,Renewal Discussion,2025-08-07,2025-08-26,19.0
OPP-02605,Negotiation,2025-08-26,2025-10-06,41.0
OPP-02606,Renewal Discussion,2024-08-09,2024-09-11,33.0
OPP-02606,Negotiation,2024-09-11,2024-10-08,27.0
OPP-02607,Renewal Discussion,2025-08-09,2025-08-22,13.0
OPP-02607,Negotiation,2025-08-22,2025-10-08,47.0
OPP-02608,Renewal Discussion,2024-09-17,2024-10-15,28.0
OPP-02609,Renewal Discussion,2024-08-22,2024-09-23,32.0
OPP-02609,Negotiation,2024-09-23,2024-10-21,28.0
OPP-02610,Renewal Discussion,2025-08-22,2025-09-17,26.0
OPP-02610,Negotiation,2025-09-17,2025-10-21,34.0
OPP-02611,Renewal Discussion,2024-08-27,2024-10-02,36.0
OPP-02611,Negotiation,2024-10-02,2024-10-26,24.0
OPP-02612,Renewal Discussion,2025-08-27,2025-09-09,13.0
OPP-02612,Negotiation,2025-09-09,2025-10-26,47.0
OPP-02613,Renewal Discussion,2024-08-17,2024-09-05,19.0
OPP-02613,Negotiation,2024-09-05,2024-10-16,41.0
OPP-02614,Renewal Discussion,2025-08-17,2025-09-20,34.0
OPP-02614,Negotiation,2025-09-20,2025-10-16,26.0
OPP-02615,Renewal Discussion,2024-08-13,2024-09-18,36.0
OPP-02615,Negotiation,2024-09-18,2024-10-12,24.0
OPP-02616,Renewal Discussion,2025-08-13,2025-09-02,20.0
OPP-02616,Negotiation,2025-09-02,2025-10-12,40.0
OPP-02617,Renewal Discussion,2024-11-03,2024-11-15,12.0
OPP-02618,Renewal Discussion,2024-08-09,2024-08-25,16.0
OPP-02618,Negotiation,2024-08-25,2024-10-08,44.0
OPP-02619,Renewal Discussion,2025-08-09,2025-09-03,25.0
OPP-02619,Negotiation,2025-09-03,2025-10-08,35.0
OPP-02620,Renewal Discussion,2024-08-21,2024-11-24,95.0
OPP-02620,Negotiation,2024-11-24,2024-10-20,-35.0
OPP-02621,Renewal Discussion,2025-08-21,2025-09-07,17.0
OPP-02621,Negotiation,2025-09-07,2025-10-20,43.0
OPP-02622,Renewal Discussion,2024-08-25,2024-08-29,4.0
OPP-02622,Negotiation,2024-08-29,2024-10-24,56.0
OPP-02623,Renewal Discussion,2025-08-25,2025-10-15,51.0
OPP-02623,Negotiation,2025-10-15,2025-10-24,9.0
OPP-02624,Renewal Discussion,2024-08-25,2024-09-26,32.0
OPP-02624,Negotiation,2024-09-26,2024-10-24,28.0
OPP-02625,Renewal Discussion,2025-08-25,2025-10-13,49.0
OPP-02625,Negotiation,2025-10-13,2025-10-24,11.0
OPP-02626,Renewal Discussion,2024-08-08,2024-08-19,11.0
OPP-02626,Negotiation,2024-08-19,2024-10-07,49.0
OPP-02627,Renewal Discussion,2025-08-08,2025-09-29,52.0
OPP-02627,Negotiation,2025-09-29,2025-10-07,8.0
OPP-02628,Renewal Discussion,2024-08-09,2024-08-21,12.0
OPP-02628,Negotiation,2024-08-21,2024-10-08,48.0
OPP-02629,Renewal Discussion,2025-08-09,2025-08-27,18.0
OPP-02629,Negotiation,2025-08-27,2025-10-08,42.0
OPP-02630,Renewal Discussion,2024-09-09,2024-09-27,18.0
OPP-02630,Negotiation,2024-09-27,2024-11-08,42.0
OPP-02631,Renewal Discussion,2025-09-09,2025-09-27,18.0
OPP-02631,Negotiation,2025-09-27,2025-11-08,42.0
OPP-02632,Renewal Discussion,2024-09-24,2024-10-26,32.0
OPP-02632,Negotiation,2024-10-26,2024-11-23,28.0
OPP-02633,Renewal Discussion,2025-09-24,2025-10-10,16.0
OPP-02633,Negotiation,2025-10-10,2025-11-23,44.0
OPP-02634,Renewal Discussion,2024-09-09,2024-11-02,54.0
OPP-02634,Negotiation,2024-11-02,2024-11-08,6.0
OPP-02635,Renewal Discussion,2025-09-09,2025-10-19,40.0
OPP-02635,Negotiation,2025-10-19,2025-11-08,20.0
OPP-02636,Renewal Discussion,2024-09-28,2024-10-15,17.0
OPP-02636,Negotiation,2024-10-15,2024-11-27,43.0
OPP-02637,Renewal Discussion,2025-09-28,2025-10-21,23.0
OPP-02637,Negotiation,2025-10-21,2025-11-27,37.0
OPP-02638,Renewal Discussion,2024-09-16,2024-12-05,80.0
OPP-02638,Negotiation,2024-12-05,2024-11-15,-20.0
OPP-02639,Renewal Discussion,2025-09-16,2025-10-15,29.0
OPP-02639,Negotiation,2025-10-15,2025-11-15,31.0
OPP-02640,Renewal Discussion,2024-09-02,2024-09-25,23.0
OPP-02640,Negotiation,2024-09-25,2024-11-01,37.0
OPP-02641,Renewal Discussion,2025-09-02,2025-09-21,19.0
OPP-02641,Negotiation,2025-09-21,2025-11-01,41.0
OPP-02642,Renewal Discussion,2024-09-14,2024-09-29,15.0
OPP-02642,Negotiation,2024-09-29,2024-11-13,45.0
OPP-02643,Renewal Discussion,2025-09-14,2025-10-24,40.0
OPP-02643,Negotiation,2025-10-24,2025-11-13,20.0
OPP-02644,Renewal Discussion,2024-09-20,2024-10-07,17.0
OPP-02644,Negotiation,2024-10-07,2024-11-19,43.0
OPP-02645,Renewal Discussion,2025-09-20,2025-10-15,25.0
OPP-02645,Negotiation,2025-10-15,2025-11-19,35.0
OPP-02646,Renewal Discussion,2024-09-23,2024-10-09,16.0
OPP-02646,Negotiation,2024-10-09,2024-11-22,44.0
OPP-02647,Renewal Discussion,2024-09-10,2024-10-30,50.0
OPP-02647,Negotiation,2024-10-30,2024-11-09,10.0
OPP-02648,Renewal Discussion,2024-09-13,2024-09-20,7.0
OPP-02648,Negotiation,2024-09-20,2024-11-12,53.0
